Item_ID,Master_Restaurant_Id,Date_ID,Time of Order,Order Delivered Date,Time of Delivery,Expected Delivery Time,Delivery Time (in mins),Restaurant_ID,Desc_ID,Location_ID,Avg Rating_ID,Type_ID,Category_ID,Cuisine_ID,Working Hrs,Delivery Available,Table Booking Available,Price,Discounts Offered (%),Discounted Price,Expected Revenue,Customer ID,Cust Rating_ID,Order_Status_ID,Cancellation_ID,Actual Revenue,Operating Cost,GP Margin,Total Number of Reviews,Number of Complaints Received,Foot Traffic in Location,Competitors in the Area (Count),Subscription_ID,Budgetd_Rev,Budgetd_Operating Cost,Budgeted Order,Budgeted GP,Acquisition cost,Value,year,month
1,82,1625,8:10:54,2024-06-12,8:33:54,50,23,82,999,1,6,1,999,999,11:00AM - 11:00PM,YES,NO,641.92,27.67,464.3,464.3,1736,4,999,5,464.3,376.58,87.72,183,1,medium,5,1,587.01,467.01,697.0,79.11,30.66,166.51,2024,6
5,42,1625,17:44:23,2024-06-12,0:56:00,34,56,88,933,8,7,1,132,118,10:00AM - 10:00PM,YES,YES,1089.0,11.45,964.31,964.31,3387,7,737,5,964.31,638.3,326.01,126,6,low,20,2,982.13,708.82,0.0,273.31,14.29,311.72,2024,6
6,68,1625,4:56:00,2024-06-12,5:48:00,59,52,78,954,5,1,1,7,9,11:00AM - 11:00PM,YES,YES,709.83,29.97,497.09,497.09,3293,5,999,3,0.0,367.32,129.77,230,18,low,15,1,542.44,377.07,169.0,165.37,19.07,177.53,2024,6
5,45,1625,8:02:15,2024-06-12,0:23:00,42,23,77,945,1,6,1,196,102,10:00AM - 10:00PM,NO,YES,1417.0,29.3,1001.82,1001.82,3319,6,688,5,1001.82,685.64,316.18,142,3,low,8,1,999.47,691.97,0.0,307.5,20.18,296.0,2024,6
7,14,1625,17:40:06,2024-06-12,18:29:06,34,49,14,999,8,1,2,999,999,12:00PM - 2:00AM,YES,YES,357.02,38.38,220.0,220.0,1041,3,998,1,0.0,150.82,69.18,226,59,high,29,1,495.54,493.81,536.0,297.24,29.28,118.12,2024,6
7,20,1625,21:01:00,2024-06-12,12:19:00,45,35,58,991,11,3,2,10,13,10:00AM - 10:00PM,YES,No,212.96,5.34,201.59,201.59,3510,3,999,5,201.59,156.24,45.35,412,2,low,19,1,224.48,145.69,217.0,54.49,10.96,246.94,2024,6
2,83,1625,16:23:43,2024-06-12,17:17:43,52,54,83,999,6,2,1,999,999,11:00AM - 11:00PM,YES,NO,906.67,0.94,898.15,898.15,1959,5,998,5,898.15,496.7,401.45,211,50,medium,13,2,773.75,471.51,621.0,177.55,7.23,259.94,2024,6
7,14,1625,8:12:05,2024-06-12,9:08:05,45,56,12,999,8,2,2,999,999,12:00PM - 2:00AM,NO,NO,368.93,12.61,322.41,322.41,1384,5,999,1,0.0,198.98,123.43,59,67,high,12,1,417.86,225.85,595.0,243.2,44.2,233.58,2024,6
7,12,1625,16:19:13,2024-06-12,17:14:13,25,55,14,999,8,4,2,999,999,12:00PM - 2:00AM,YES,NO,564.55,18.64,459.32,459.32,1335,4,999,5,459.32,254.15,205.17,55,84,low,7,1,447.03,599.57,470.0,77.81,15.01,297.37,2024,6
7,14,1625,6:20:50,2024-06-12,6:37:50,48,17,12,999,8,1,2,999,999,12:00PM - 2:00AM,NO,YES,333.91,15.52,282.09,282.09,1249,2,999,1,0.0,198.78,83.31,149,63,high,5,1,332.26,430.4,498.0,172.8,49.77,155.39,2024,6
7,12,1625,18:44:19,2024-06-12,19:22:19,26,38,14,999,8,3,2,999,999,12:00PM - 2:00AM,NO,NO,830.09,34.51,543.63,543.63,1337,4,999,1,0.0,380.48,163.15,251,81,low,27,3,409.46,497.58,439.0,95.58,42.94,247.35,2024,6
7,14,1625,8:25:20,2024-06-12,8:40:20,21,15,12,999,8,4,2,999,999,12:00PM - 2:00AM,YES,NO,422.64,12.7,368.96,368.96,1158,5,999,5,368.96,285.27,83.69,293,18,high,24,3,356.81,457.54,523.0,283.76,22.25,219.66,2024,6
7,12,1625,16:26:25,2024-06-12,17:02:25,49,36,12,999,8,4,2,999,999,12:00PM - 2:00AM,NO,YES,465.92,32.72,313.47,313.47,1210,4,999,1,0.0,189.69,123.78,99,30,high,22,3,378.7,451.86,555.0,226.11,47.87,217.68,2024,6
2,85,1625,23:31:21,2024-06-12,0:28:21,55,57,85,999,1,5,1,999,999,11:00AM - 11:00PM,YES,YES,549.98,13.72,474.52,474.52,1807,5,998,5,474.52,372.93,101.59,177,35,low,8,1,322.68,517.3,307.0,87.02,12.03,100.38,2024,6
7,12,1625,3:35:29,2024-06-12,4:17:29,32,42,12,999,8,3,2,999,999,12:00PM - 2:00AM,YES,NO,520.31,23.31,399.03,399.03,1094,2,998,1,0.0,272.93,126.1,276,34,low,24,1,714.98,578.72,458.0,238.97,14.91,141.84,2024,6
1,79,1625,5:41:43,2024-06-12,6:28:43,31,47,79,999,10,1,1,999,999,11:00AM - 11:00PM,NO,NO,734.19,4.2,703.35,703.35,1525,4,999,5,703.35,450.97,252.38,231,30,low,17,3,761.16,341.22,324.0,167.6,23.75,139.51,2024,6
1,82,1625,21:20:30,2024-06-12,21:56:30,26,36,82,999,1,1,1,999,999,11:00AM - 11:00PM,NO,YES,352.69,20.39,280.78,280.78,1653,1,999,4,0.0,214.56,66.22,212,16,high,14,1,558.91,367.69,393.0,104.58,31.36,187.08,2024,6
2,84,1625,7:45:25,2024-06-12,8:40:25,29,55,84,999,16,2,1,999,999,11:00AM - 11:00PM,YES,YES,885.92,21.56,694.92,694.92,1830,2,998,4,0.0,455.06,239.86,216,24,medium,16,2,724.65,261.5,630.0,66.85,27.14,208.0,2024,6
7,14,1625,17:24:41,2024-06-12,18:23:41,28,59,12,999,8,2,2,999,999,12:00PM - 2:00AM,YES,YES,296.82,27.99,213.74,213.74,1249,2,998,5,213.74,167.28,46.46,226,78,high,30,1,719.74,291.81,415.0,152.95,46.06,136.97,2024,6
2,83,1625,7:02:48,2024-06-12,7:26:48,48,24,83,999,6,6,1,999,999,11:00AM - 11:00PM,NO,YES,378.37,18.8,307.24,307.24,1952,4,999,5,307.24,235.92,71.32,225,13,low,24,2,637.04,455.33,385.0,147.86,6.23,256.17,2024,6
7,12,1625,2:54:15,2024-06-12,3:44:15,40,50,14,999,8,4,2,999,999,12:00PM - 2:00AM,NO,YES,595.05,6.65,555.48,555.48,1435,1,999,5,555.48,344.05,211.43,261,1,low,8,2,796.77,544.56,585.0,158.92,12.66,138.23,2024,6
7,14,1625,1:48:56,2024-06-12,2:44:56,35,56,12,999,8,5,2,999,999,12:00PM - 2:00AM,YES,YES,967.18,12.69,844.44,844.44,1101,5,999,5,844.44,440.17,404.27,107,79,high,27,1,502.28,357.15,456.0,233.48,44.58,153.65,2024,6
7,12,1625,15:16:35,2024-06-12,15:59:35,27,43,12,999,8,5,2,999,999,12:00PM - 2:00AM,YES,YES,952.71,18.48,776.65,776.65,1280,2,998,1,0.0,639.72,136.93,209,82,high,21,1,483.52,459.41,466.0,194.36,35.32,112.8,2024,6
3,90,1625,12:32:01,2024-06-12,12:57:01,36,25,90,999,11,6,1,999,999,11:00AM - 11:00PM,YES,YES,814.7,3.16,788.96,788.96,858,5,998,5,788.96,402.06,386.9,249,14,high,10,3,374.04,443.21,562.0,54.01,36.21,238.16,2024,6
7,12,1625,21:54:09,2024-06-12,22:45:09,56,51,12,999,8,3,2,999,999,12:00PM - 2:00AM,NO,NO,485.51,18.3,396.66,396.66,1413,4,999,5,396.66,297.43,99.23,135,63,low,18,1,778.75,206.57,419.0,75.8,45.32,146.26,2024,6
3,91,1625,5:03:28,2024-06-12,5:55:28,60,52,91,999,1,7,1,999,999,11:00AM - 11:00PM,NO,NO,150.15,5.14,142.43,142.43,1309,5,999,5,142.43,78.65,63.78,80,13,high,13,2,592.17,560.94,455.0,233.7,42.47,229.2,2024,6
3,89,1625,17:21:47,2024-06-12,18:04:47,31,43,89,999,6,4,1,999,999,11:00AM - 11:00PM,YES,YES,514.95,12.67,449.71,449.71,611,1,999,5,449.71,331.01,118.7,77,5,low,12,3,435.41,597.88,416.0,192.2,12.58,141.45,2024,6
7,14,1625,12:31:35,2024-06-12,12:49:35,27,18,14,999,8,3,2,999,999,12:00PM - 2:00AM,YES,NO,694.55,30.53,482.5,482.5,1238,5,998,5,482.5,432.19,50.31,250,26,high,11,2,677.53,298.24,441.0,123.64,16.08,283.83,2024,6
7,18,1625,5:37:00,2024-06-12,8:22:00,45,30,79,923,2,5,2,10,8,10:00AM - 10:00PM,YES,No,407.62,23.88,310.28,310.28,3333,5,999,5,310.28,235.01,75.27,239,0,high,18,2,324.17,252.3,347.0,95.62,23.67,385.55,2024,6
7,14,1625,21:20:27,2024-06-12,22:10:27,33,50,12,999,8,5,2,999,999,12:00PM - 2:00AM,YES,NO,654.42,22.36,508.09,508.09,1203,4,999,5,508.09,382.31,125.78,104,1,low,30,1,696.78,312.84,534.0,104.94,35.21,105.5,2024,6
1,79,1625,10:29:11,2024-06-12,11:12:11,50,43,79,999,10,1,1,999,999,11:00AM - 11:00PM,YES,YES,301.16,24.67,226.86,226.86,1577,4,999,5,226.86,179.51,47.35,183,7,low,17,1,457.98,259.09,656.0,207.5,17.6,220.23,2024,6
1,82,1625,0:30:56,2024-06-12,1:21:56,40,51,82,999,1,3,1,999,999,11:00AM - 11:00PM,NO,YES,548.61,22.37,425.89,425.89,1754,2,998,3,0.0,246.15,179.74,73,45,high,11,1,412.16,442.8,322.0,210.29,43.78,163.68,2024,6
1,79,1625,5:32:22,2024-06-12,5:50:22,54,18,79,999,10,2,1,999,999,11:00AM - 11:00PM,YES,YES,167.7,34.03,110.63,110.63,1625,1,999,1,0.0,66.24,44.39,156,13,medium,16,1,436.95,509.76,490.0,142.74,36.66,159.44,2024,6
7,14,1625,23:09:59,2024-06-12,23:32:59,39,23,12,999,8,5,2,999,999,12:00PM - 2:00AM,NO,YES,871.02,39.65,525.66,525.66,1367,1,999,5,525.66,406.73,118.93,101,40,medium,15,3,608.25,272.5,547.0,198.41,12.89,226.83,2024,6
3,90,1625,4:39:49,2024-06-12,5:25:49,39,46,90,999,11,7,1,999,999,11:00AM - 11:00PM,NO,NO,625.23,27.96,450.42,450.42,369,3,998,5,450.42,379.83,70.59,78,46,low,3,1,635.92,532.41,419.0,126.95,18.05,253.21,2024,6
7,14,1625,23:21:18,2024-06-12,23:45:18,56,24,14,999,8,4,2,999,999,12:00PM - 2:00AM,NO,NO,246.25,27.11,179.49,179.49,1115,3,999,5,179.49,140.96,38.53,280,67,high,9,1,650.15,378.48,452.0,271.89,33.1,223.64,2024,6
1,81,1625,6:06:21,2024-06-12,6:44:21,38,38,81,999,17,7,1,999,999,11:00AM - 11:00PM,YES,YES,317.32,33.55,210.86,210.86,1594,2,999,3,0.0,144.24,66.62,81,38,low,23,1,254.25,287.19,347.0,61.8,34.53,259.39,2024,6
5,44,1625,3:58:32,2024-06-12,0:53:00,49,53,41,989,4,4,1,122,187,10:00AM - 10:00PM,YES,YES,1134.0,12.27,994.86,994.86,3292,4,132,5,994.86,622.79,372.07,229,3,low,18,2,1053.66,766.25,0.0,287.41,27.68,344.39,2024,6
1,81,1625,2:28:33,2024-06-12,3:27:33,40,59,81,999,17,6,1,999,999,11:00AM - 11:00PM,YES,NO,915.76,12.64,800.01,800.01,1562,4,999,5,800.01,616.36,183.65,122,21,low,24,1,832.86,266.56,609.0,199.53,5.93,121.45,2024,6
6,70,1625,17:52:00,2024-06-12,18:17:00,31,25,37,967,1,7,1,10,10,11:00AM - 11:00PM,YES,YES,534.71,9.85,482.04,482.04,3165,2,999,5,482.04,373.53,108.51,244,3,high,11,1,469.12,372.31,143.0,96.81,13.76,184.91,2024,6
2,83,1625,22:07:59,2024-06-12,23:04:59,24,57,83,999,6,4,1,999,999,11:00AM - 11:00PM,NO,NO,609.16,22.62,471.37,471.37,1939,2,998,4,0.0,348.22,123.15,235,31,medium,4,2,502.74,205.84,387.0,170.29,28.65,142.56,2024,6
3,91,1625,15:07:03,2024-06-12,15:55:03,51,48,91,999,1,2,1,999,999,11:00AM - 11:00PM,NO,NO,689.02,4.57,657.53,657.53,756,5,999,1,0.0,364.97,292.56,89,36,medium,16,3,422.03,381.1,662.0,69.91,5.5,203.06,2024,6
7,14,1625,21:33:27,2024-06-12,22:15:27,28,42,12,999,8,1,2,999,999,12:00PM - 2:00AM,NO,NO,205.79,23.81,156.79,156.79,1164,1,999,5,156.79,100.15,56.64,64,56,medium,29,1,599.22,325.22,556.0,200.29,11.03,111.29,2024,6
3,91,1625,6:37:13,2024-06-12,6:57:13,35,20,91,999,1,5,1,999,999,11:00AM - 11:00PM,NO,NO,656.87,4.1,629.94,629.94,991,4,999,5,629.94,384.06,245.88,229,6,high,14,1,376.43,395.55,485.0,246.53,37.24,144.72,2024,6
7,14,1625,4:21:19,2024-06-12,5:05:19,56,44,14,999,8,2,2,999,999,12:00PM - 2:00AM,NO,NO,711.83,28.84,506.54,506.54,1243,4,999,1,0.0,343.04,163.5,288,79,medium,26,1,324.35,384.47,557.0,155.05,8.12,129.74,2024,6
1,81,1625,7:05:09,2024-06-12,7:35:09,58,30,81,999,17,1,1,999,999,11:00AM - 11:00PM,YES,NO,768.99,34.64,502.61,502.61,1544,1,999,2,0.0,398.32,104.29,176,44,high,15,2,732.95,321.58,542.0,77.7,18.73,117.26,2024,6
1,82,1625,14:58:07,2024-06-12,15:37:07,53,39,82,999,1,6,1,999,999,11:00AM - 11:00PM,YES,NO,694.25,15.52,586.5,586.5,1562,3,999,5,586.5,334.62,251.88,249,42,low,18,1,543.35,273.25,325.0,100.42,22.33,128.55,2024,6
1,82,1625,15:44:45,2024-06-12,16:25:45,23,41,82,999,1,6,1,999,999,11:00AM - 11:00PM,NO,NO,660.45,30.28,460.47,460.47,1736,4,998,5,460.47,275.39,185.08,51,0,low,25,1,733.59,259.23,553.0,94.28,22.35,147.84,2024,6
2,85,1625,3:17:19,2024-06-12,4:01:19,54,44,85,999,1,4,1,999,999,11:00AM - 11:00PM,NO,NO,550.52,10.32,493.71,493.71,1911,5,999,5,493.71,272.2,221.51,189,35,high,3,2,806.71,256.0,535.0,194.99,13.8,185.28,2024,6
6,61,1625,21:32:00,2024-06-12,21:54:00,32,22,77,953,6,4,1,1,6,11:00AM - 11:00PM,YES,YES,976.26,25.66,725.75,725.75,886,5,999,5,725.75,564.82,160.93,231,4,high,20,2,749.1,595.09,122.0,154.01,14.18,175.85,2024,6
3,89,1625,0:28:39,2024-06-12,0:58:39,44,30,89,999,6,3,1,999,999,11:00AM - 11:00PM,NO,YES,527.82,24.6,397.98,397.98,1253,4,998,5,397.98,235.75,162.23,188,43,low,15,2,615.85,305.61,329.0,65.25,29.15,245.53,2024,6
1,81,1625,16:50:43,2024-06-12,17:50:43,23,60,81,999,17,6,1,999,999,11:00AM - 11:00PM,YES,NO,815.82,33.66,541.21,541.21,1705,2,999,3,0.0,336.1,205.11,42,27,low,18,1,621.24,483.38,613.0,178.81,18.22,132.57,2024,6
1,81,1625,22:25:54,2024-06-12,23:23:54,55,58,81,999,17,2,1,999,999,11:00AM - 11:00PM,YES,NO,841.87,25.98,623.15,623.15,1544,4,998,5,623.15,433.99,189.16,110,35,low,3,3,696.2,241.39,699.0,222.09,22.72,140.6,2024,6
5,43,1625,7:15:43,2024-06-12,0:16:00,30,16,25,993,7,6,1,125,172,10:00AM - 10:00PM,NO,YES,817.0,24.1,620.1,620.1,3813,6,630,5,620.1,378.83,241.27,278,7,high,10,1,593.19,390.89,0.0,202.3,19.88,221.39,2024,6
2,84,1625,18:51:36,2024-06-12,19:35:36,23,44,84,999,16,1,1,999,999,11:00AM - 11:00PM,NO,YES,217.73,9.46,197.13,197.13,1887,3,999,5,197.13,166.61,30.52,114,3,low,21,3,556.49,472.63,659.0,91.01,10.77,233.28,2024,6
1,81,1625,14:50:29,2024-06-12,15:29:29,48,39,81,999,17,6,1,999,999,11:00AM - 11:00PM,YES,YES,654.17,15.16,555.0,555.0,1755,5,999,5,555.0,280.78,274.22,247,4,medium,19,1,313.68,504.1,454.0,171.31,16.26,266.8,2024,6
1,81,1625,1:46:11,2024-06-12,2:06:11,20,20,81,999,17,4,1,999,999,11:00AM - 11:00PM,YES,NO,254.89,34.58,166.75,166.75,1772,2,999,3,0.0,131.04,35.71,168,42,medium,8,1,310.52,207.87,697.0,222.09,19.61,113.54,2024,6
7,14,1625,2:13:27,2024-06-12,2:53:27,51,40,12,999,8,1,2,999,999,12:00PM - 2:00AM,YES,NO,388.76,19.18,314.2,314.2,1024,5,999,5,314.2,255.12,59.08,218,21,low,12,1,614.59,331.16,440.0,71.55,22.7,274.69,2024,6
7,12,1625,10:45:36,2024-06-12,11:24:36,54,39,12,999,8,1,2,999,999,12:00PM - 2:00AM,YES,NO,571.89,8.19,525.05,525.05,1206,4,999,5,525.05,384.63,140.42,182,23,high,12,3,699.47,296.19,412.0,177.1,32.31,276.88,2024,6
2,84,1625,13:06:13,2024-06-12,13:57:13,58,51,84,999,16,6,1,999,999,11:00AM - 11:00PM,YES,YES,718.43,24.54,542.13,542.13,1958,1,998,4,0.0,398.79,143.34,100,45,high,7,1,761.43,208.76,524.0,149.61,39.02,122.89,2024,6
1,81,1625,10:05:52,2024-06-12,10:21:52,47,16,81,999,17,3,1,999,999,11:00AM - 11:00PM,NO,NO,622.88,34.59,407.43,407.43,1556,4,999,5,407.43,220.31,187.12,194,19,low,6,2,713.02,566.59,462.0,199.02,19.91,189.16,2024,6
7,14,1625,12:23:00,2024-06-12,13:38:00,50,28,30,956,8,4,2,5,3,11:00AM - 11:00PM,No,No,749.66,13.1,651.45,651.45,3555,4,999,5,651.45,403.86,247.59,198,16,high,5,1,749.71,366.43,256.0,275.27,27.18,899.04,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,58.0,21.0,172,48,High,31,2,90.062508,66.06163964,0.0,24.00086836,15.92920354,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,55.0,24.0,172,48,High,31,2,88.482464,61.9377248,0.0,26.5447392,16.96428571,21.9978,2024,6
1,79,1625,0:24:27,2024-06-12,1:15:27,32,51,79,999,10,7,1,999,999,11:00AM - 11:00PM,YES,YES,508.04,13.9,437.42,437.42,1778,5,999,5,437.42,364.09,73.33,104,37,high,10,1,735.05,404.52,354.0,77.12,18.66,185.79,2024,6
1,82,1625,23:15:46,2024-06-12,23:42:46,21,27,82,999,1,4,1,999,999,11:00AM - 11:00PM,YES,NO,902.34,28.43,645.8,645.8,1689,5,998,5,645.8,500.45,145.35,91,30,high,23,1,422.97,161.2,467.0,148.96,36.28,116.56,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,58.0,21.0,172,48,High,31,2,86.90242,63.4387666,0.0,23.4636534,17.27272727,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,58.0,21.0,172,48,High,31,2,88.482464,64.59219872,0.0,23.89026528,16.07142857,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,63.0,16.0,172,48,High,31,2,89.272486,69.521936,0.0,19.75055,16.36363636,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,56.0,23.0,172,48,High,31,2,90.062508,62.26163382,0.0,27.80087418,17.11711712,21.9978,2024,6
2,85,1625,4:10:43,2024-06-12,4:59:43,34,49,85,999,1,1,1,999,999,11:00AM - 11:00PM,YES,YES,668.11,31.79,455.72,455.72,1918,3,999,5,455.72,359.71,96.01,61,29,high,12,3,491.51,272.51,576.0,148.76,8.22,107.17,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,62.0,17.0,172,48,High,31,2,90.85253,70.24875624,0.0,20.60377376,17.54385965,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,61.0,18.0,172,48,High,31,2,90.85253,66.9148634,0.0,23.9376666,17.27272727,21.9978,2024,6
1,81,1625,18:41:30,2024-06-12,19:15:30,20,34,81,999,17,3,1,999,999,11:00AM - 11:00PM,NO,NO,560.3,3.88,538.56,538.56,1574,2,999,3,0.0,415.6,122.96,109,45,low,25,1,477.55,180.8,512.0,157.8,9.73,155.24,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,62.0,17.0,172,48,High,31,2,86.90242,68.6529118,0.0,18.2495082,16.36363636,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,59.0,20.0,172,48,High,31,2,90.85253,66.361848,0.0,24.490682,17.85714286,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,62.0,17.0,172,48,High,31,2,90.062508,71.14938132,0.0,18.91312668,14.9122807,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,62.0,17.0,172,48,High,31,2,90.062508,69.63253908,0.0,20.42996892,15.92920354,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,58.0,21.0,172,48,High,31,2,88.482464,64.89240708,0.0,23.59005692,13.51351351,21.9978,2024,6
7,12,1625,3:39:07,2024-06-12,4:21:07,37,42,12,999,8,5,2,999,999,12:00PM - 2:00AM,NO,NO,695.93,11.22,617.85,617.85,1058,4,998,5,617.85,496.59,121.26,139,48,medium,23,1,748.95,392.56,492.0,131.54,37.64,152.66,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,61.0,18.0,172,48,High,31,2,90.062508,67.52318034,0.0,22.53932766,17.11711712,21.9978,2024,6
1,81,1625,2:01:12,2024-06-12,2:28:12,54,27,81,999,17,3,1,999,999,11:00AM - 11:00PM,YES,NO,202.02,9.04,183.76,183.76,1713,2,999,3,0.0,116.65,67.11,185,23,high,17,1,696.74,258.97,690.0,219.4,38.62,232.39,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,61.0,18.0,172,48,High,31,2,90.062508,68.73981422,0.0,21.32269378,15.04424779,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,60.0,19.0,172,48,High,31,2,90.85253,67.84708936,0.0,23.00544064,14.15929204,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,58.0,21.0,172,48,High,31,2,88.482464,63.4387666,0.0,25.0436974,14.54545455,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,61.0,18.0,172,48,High,31,2,90.85253,68.13149728,0.0,22.72103272,17.85714286,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,63.0,16.0,172,48,High,31,2,90.062508,70.1539536,0.0,19.9085544,17.11711712,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,60.0,19.0,172,48,High,31,2,90.85253,68.44750608,0.0,22.40502392,16.66666667,21.9978,2024,6
7,12,1625,7:42:00,2024-06-12,20:41:00,50,35,74,950,8,4,2,2,2,11:00AM - 11:00PM,No,No,612.64,6.52,572.7,572.7,3408,4,999,5,572.7,303.14,269.56,167,15,high,22,1,598.99,330.75,228.0,343.88,17.83,842.26,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,58.0,21.0,172,48,High,31,2,86.90242,66.3223469,0.0,20.5800731,14.7826087,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,63.0,16.0,172,48,High,31,2,89.272486,70.7859712,0.0,18.4865148,15.17857143,21.9978,2024,6
7,16,1625,17:30:00,2024-06-12,2:03:00,30,56,75,929,12,3,2,3,20,10:00AM - 10:00PM,No,No,443.02,34.18,291.6,291.6,3222,3,999,5,291.6,149.69,141.91,109,17,medium,19,2,343.25,137.39,216.0,147.04,16.22,433.51,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,62.0,17.0,172,48,High,31,2,88.482464,69.27702918,0.0,19.20543482,13.51351351,21.9978,2024,6
4,5,1259,00:36:33,2024-06-12,01:25:33,65,49,12,12,1,5,2,1,4,"11:00AM - 4:00PM, 7:00PM - 12:00AM",Yes,No,101.0,21.78,79.0,79.0,43,5,2,5,79.0,56.0,23.0,172,48,High,31,2,90.062508,63.38346506,0.0,26.67904294,13.27433628,21.9978,2024,6
